Subj,Block,Type,Stim,Corr,Trial,Resp,RT,Succ,TrialType,TrialTypeInt
sub-12,Block1,Fix1,stimuli/Healthy/12.jpg,right,26,left,4.40875044999848,0,Fix1-12,12
sub-12,Block1,Fix1,stimuli/Healthy/28.jpg,right,27,right,0.782932785001321,1,Fix1-13,13
sub-12,Block1,Fix1,stimuli/Healthy/2.jpg,right,28,right,0.991750831999525,1,Fix1-14,14
sub-12,Block1,Fix1,stimuli/Healthy/63.jpg,right,29,right,1.61923221500183,1,Fix1-15,15
sub-12,Block1,Fix2,stimuli/Old/3.jpg,left,30,left,3.85539278999931,1,Fix2-10,10
sub-12,Block1,Cond,stimuli/Wealth/57.jpg,right,31,left,2.07235964999927,0,Cond-7,7
sub-12,Block1,Fix1,stimuli/Healthy/52.jpg,right,32,right,0.53241962699758,1,Fix1-16,16
sub-12,Block1,Fix2,stimuli/Old/9.jpg,left,33,left,1.06753510199997,1,Fix2-11,11
sub-12,Block1,Fix2,stimuli/Old/2.jpg,left,34,left,1.50035077000211,1,Fix2-12,12
sub-12,Block1,Cond,stimuli/Wealth/15.jpg,right,35,right,0.890518034997513,1,Cond-8,8
sub-12,Block1,Fix1,stimuli/Healthy/66.jpg,right,36,right,0.748462345000007,1,Fix1-17,17
sub-12,Block1,Fix2,stimuli/Old/10.jpg,left,37,left,0.914396723001119,1,Fix2-13,13
sub-12,Block1,Fix1,stimuli/Healthy/47.jpg,right,38,right,0.839937052998721,1,Fix1-18,18
sub-12,Block1,Cond,stimuli/Wealth/12.jpg,left,39,left,0.727619735000189,1,Cond-9,9
sub-12,Block1,Fix2,stimuli/Old/50.jpg,left,40,left,0.85605357500026,1,Fix2-14,14
sub-12,Block1,Fix1,stimuli/Healthy/14.jpg,right,41,right,0.801493730003131,1,Fix1-19,19
sub-12,Block1,Fix2,stimuli/Old/21.jpg,left,42,left,1.10872978300176,1,Fix2-15,15
sub-12,Block1,Fix2,stimuli/Old/19.jpg,left,43,left,1.46717381499911,1,Fix2-16,16
sub-12,Block1,Fix2,stimuli/Old/11.jpg,left,44,right,0.678348329998698,0,Fix2-17,17
sub-12,Block1,Fix2,stimuli/Old/58.jpg,left,45,left,0.848438662997069,1,Fix2-18,18
sub-12,Block1,Fix2,stimuli/Old/6.jpg,left,46,left,0.783806513001764,1,Fix2-19,19
sub-12,Block1,Fix2,stimuli/Old/26.jpg,left,47,left,1.81440281499818,1,Fix2-20,20
sub-12,Block1,Fix2,stimuli/Old/0.jpg,left,48,left,4.92432541000016,1,Fix2-21,21
sub-12,Block1,Fix1,stimuli/Healthy/49.jpg,right,49,right,15.7976599870017,1,Fix1-20,20
sub-12,Block1,Fix1,stimuli/Healthy/62.jpg,right,50,right,2.83557217999987,1,Fix1-21,21
sub-12,Block1,Fix1,stimuli/Healthy/21.jpg,right,51,right,0.725252801999886,1,Fix1-22,22
sub-12,Block1,Cond,stimuli/Wealth/58.jpg,left,52,left,3.64462635000018,1,Cond-10,10
sub-12,Block1,Fix2,stimuli/Old/25.jpg,left,53,left,1.55615897000098,1,Fix2-22,22
sub-12,Block1,Fix1,stimuli/Healthy/9.jpg,right,54,right,0.622324506999576,1,Fix1-23,23
sub-12,Block1,Fix2,stimuli/Old/24.jpg,left,55,left,1.57123514000341,1,Fix2-23,23
sub-12,Block1,Fix2,stimuli/Old/29.jpg,left,56,left,1.16242970199892,1,Fix2-24,24
sub-12,Block1,Fix1,stimuli/Healthy/58.jpg,right,57,right,0.649572873000579,1,Fix1-24,24
sub-12,Block1,Cond,stimuli/Wealth/6.jpg,left,58,left,3.73361793299773,1,Cond-11,11
sub-12,Block1,Fix2,stimuli/Old/40.jpg,left,59,left,1.10250749199986,1,Fix2-25,25
sub-12,Block1,Fix1,stimuli/Healthy/44.jpg,right,60,right,0.55612983300307,1,Fix1-25,25
sub-12,Block1,Fix1,stimuli/Healthy/39.jpg,right,61,left,5.56133699199927,0,Fix1-26,26
sub-12,Block1,Fix2,stimuli/Old/4.jpg,left,62,left,2.54014946199823,1,Fix2-26,26
sub-12,Block1,Cond,stimuli/Wealth/1.jpg,right,63,right,2.50958355499824,1,Cond-12,12
sub-12,Block1,Cond,stimuli/Wealth/24.jpg,left,64,right,6.42363634299909,0,Cond-13,13
sub-12,Block1,Cond,stimuli/Wealth/32.jpg,right,65,left,0.983134252997843,0,Cond-14,14
sub-12,Block1,Cond,stimuli/Wealth/37.jpg,left,66,left,10.861279015,1,Cond-15,15
sub-12,Block1,Fix1,stimuli/Healthy/11.jpg,right,67,right,0.778024564999214,1,Fix1-27,27
sub-12,Block1,Cond,stimuli/Wealth/50.jpg,left,68,left,2.24290941300205,1,Cond-16,16
sub-12,Block1,Cond,stimuli/Wealth/45.jpg,right,69,right,2.60888607000015,1,Cond-17,17
sub-12,Block1,Cond,stimuli/Wealth/27.jpg,left,70,left,2.33324357499805,1,Cond-18,18
sub-12,Block1,Fix2,stimuli/Old/7.jpg,left,71,left,0.700710458000685,1,Fix2-27,27
sub-12,Block1,Fix1,stimuli/Healthy/24.jpg,right,72,right,0.455813173000934,1,Fix1-28,28
sub-12,Block1,Fix2,stimuli/Old/36.jpg,left,73,left,0.775938659997337,1,Fix2-28,28
sub-12,Block1,Fix1,stimuli/Healthy/69.jpg,right,74,right,0.902978300000541,1,Fix1-29,29
sub-12,Block1,Fix2,stimuli/Old/13.jpg,left,75,left,0.794944994999241,1,Fix2-29,29
sub-12,Block1,Cond,stimuli/Wealth/14.jpg,right,76,right,1.39833494999766,1,Cond-19,19
sub-12,Block1,Fix2,stimuli/Old/5.jpg,left,77,left,2.35230005999983,1,Fix2-30,30
sub-12,Block1,Fix1,stimuli/Healthy/8.jpg,right,78,right,0.542943054999341,1,Fix1-30,30
sub-12,Block1,Fix1,stimuli/Healthy/27.jpg,right,79,right,27.8790276549989,1,Fix1-31,31
sub-12,Block1,Fix1,stimuli/Healthy/46.jpg,right,80,right,0.909384282000246,1,Fix1-32,32
sub-12,Block1,Cond,stimuli/Wealth/4.jpg,left,81,left,1.23306497999874,1,Cond-20,20
sub-12,Block1,Fix1,stimuli/Healthy/5.jpg,right,82,right,15.7758972219999,1,Fix1-33,33
sub-12,Block1,Fix2,stimuli/Old/31.jpg,left,83,left,0.618131840001297,1,Fix2-31,31
sub-12,Block1,Fix1,stimuli/Healthy/45.jpg,right,84,right,34.9122113319972,1,Fix1-34,34
sub-12,Block1,Fix2,stimuli/Old/34.jpg,left,85,left,0.782686958002159,1,Fix2-32,32
sub-12,Block1,Cond,stimuli/Wealth/46.jpg,right,86,right,1.18560630000138,1,Cond-21,21
sub-12,Block1,Fix1,stimuli/Healthy/68.jpg,right,87,right,1.02523493999979,1,Fix1-35,35
sub-12,Block1,Fix2,stimuli/Old/37.jpg,left,88,left,0.529205098002421,1,Fix2-33,33
sub-12,Block1,Cond,stimuli/Wealth/31.jpg,right,89,right,48.2375592800017,1,Cond-22,22
sub-12,Block1,Fix1,stimuli/Healthy/15.jpg,right,90,right,0.687806750000163,1,Fix1-36,36
sub-12,Block1,Fix2,stimuli/Old/48.jpg,left,91,left,1.64038557000094,1,Fix2-34,34
sub-12,Block1,Fix1,stimuli/Healthy/26.jpg,right,92,right,0.725686800000403,1,Fix1-37,37
sub-12,Block1,Fix1,stimuli/Healthy/61.jpg,right,93,right,0.544928389997949,1,Fix1-38,38
sub-12,Block1,Cond,stimuli/Wealth/11.jpg,left,94,left,0.932917419999285,1,Cond-23,23
sub-12,Block1,Cond,stimuli/Wealth/2.jpg,right,95,right,1.7245216750016,1,Cond-24,24
sub-12,Block1,Cond,stimuli/Wealth/25.jpg,left,96,right,0.500396797000576,0,Cond-25,25
sub-12,Block1,Cond,stimuli/Wealth/5.jpg,right,97,left,2.80790312499812,0,Cond-26,26
sub-12,Block1,Cond,stimuli/Wealth/59.jpg,left,98,left,0.6448018029987,1,Cond-27,27
sub-12,Block1,Fix1,stimuli/Healthy/30.jpg,right,99,right,0.543063260000054,1,Fix1-39,39
sub-12,Block1,Fix2,stimuli/Old/12.jpg,left,100,left,0.590150272000756,1,Fix2-35,35
sub-12,Block1,Cond,stimuli/Wealth/55.jpg,right,101,right,1.1576173220019,1,Cond-28,28
sub-12,Block1,Fix1,stimuli/Healthy/1.jpg,right,102,right,0.701315753001836,1,Fix1-40,40
sub-12,Block1,Cond,stimuli/Wealth/53.jpg,left,103,left,0.954387378002139,1,Cond-29,29
sub-12,Block1,Fix1,stimuli/Healthy/19.jpg,right,104,right,0.559304499998689,1,Fix1-41,41
sub-12,Block1,Cond,stimuli/Wealth/20.jpg,left,105,left,1.75584472700211,1,Cond-30,30
sub-12,Block1,Fix1,stimuli/Healthy/48.jpg,right,106,right,0.620679510000627,1,Fix1-42,42
sub-12,Block1,Fix2,stimuli/Old/44.jpg,left,107,left,0.845463159999781,1,Fix2-36,36
sub-12,Block1,Cond,stimuli/Wealth/16.jpg,right,108,right,1.06585392499983,1,Cond-31,31
sub-12,Block1,Fix2,stimuli/Old/46.jpg,left,109,left,2.17707484499988,1,Fix2-37,37
sub-12,Block1,Fix1,stimuli/Healthy/65.jpg,right,110,right,0.701429144999565,1,Fix1-43,43
sub-12,Block1,Cond,stimuli/Wealth/48.jpg,left,111,left,1.39755158499975,1,Cond-32,32
sub-12,Block1,Fix1,stimuli/Healthy/67.jpg,right,112,right,0.574384223000379,1,Fix1-44,44
sub-12,Block1,Cond,stimuli/Wealth/51.jpg,left,113,left,0.805202657000336,1,Cond-33,33
sub-12,Block1,Cond,stimuli/Wealth/42.jpg,right,114,right,1.29866134500116,1,Cond-34,34
sub-12,Block1,Cond,stimuli/Wealth/22.jpg,left,115,left,0.705843179999647,1,Cond-35,35
sub-12,Block1,Fix2,stimuli/Old/43.jpg,left,116,left,27.7859069930018,1,Fix2-38,38
sub-12,Block1,Fix2,stimuli/Old/49.jpg,left,117,left,0.724189362001198,1,Fix2-39,39
sub-12,Block1,Fix1,stimuli/Healthy/20.jpg,right,118,right,7.34379760299998,1,Fix1-45,45
sub-12,Block1,Fix2,stimuli/Old/53.jpg,left,119,left,0.576971029997367,1,Fix2-40,40
sub-12,Block1,Fix1,stimuli/Healthy/10.jpg,right,120,right,0.496829920000891,1,Fix1-46,46
sub-12,Block1,Cond,stimuli/Wealth/13.jpg,left,121,left,0.611162140001397,1,Cond-36,36
sub-12,Block1,Cond,stimuli/Wealth/10.jpg,right,122,left,0.990839224999945,0,Cond-37,37
sub-12,Block1,Fix1,stimuli/Healthy/64.jpg,right,123,right,0.741343592999328,1,Fix1-47,47
sub-12,Block1,Cond,stimuli/Wealth/35.jpg,left,124,left,1.27580942200075,1,Cond-38,38
sub-12,Block1,Cond,stimuli/Wealth/8.jpg,right,125,right,0.865137757999037,1,Cond-39,39
sub-12,Block1,Fix2,stimuli/Old/18.jpg,left,126,left,0.645867193001322,1,Fix2-41,41
sub-12,Block1,Fix1,stimuli/Healthy/34.jpg,right,127,right,0.583840618000977,1,Fix1-48,48
sub-12,Block1,Fix2,stimuli/Old/42.jpg,left,128,left,0.72215592199791,1,Fix2-42,42
sub-12,Block1,Fix1,stimuli/Healthy/36.jpg,right,129,right,0.64372988499963,1,Fix1-49,49
sub-12,Block1,Fix2,stimuli/Old/1.jpg,left,130,left,0.679050355000072,1,Fix2-43,43
sub-12,Block1,Cond,stimuli/Wealth/38.jpg,right,131,right,8.80998612500116,1,Cond-40,40
sub-12,Block1,Fix2,stimuli/Old/47.jpg,left,132,left,2.70388298000034,1,Fix2-44,44
sub-12,Block1,Cond,stimuli/Wealth/33.jpg,right,133,right,4.98826616699807,1,Cond-41,41
sub-12,Block1,Fix2,stimuli/Old/15.jpg,left,134,left,9.68061272499835,1,Fix2-45,45
sub-12,Block1,Fix2,stimuli/Old/33.jpg,left,135,left,2.89614038499712,1,Fix2-46,46
sub-12,Block1,Fix1,stimuli/Healthy/29.jpg,right,136,right,0.551356627998757,1,Fix1-50,50
sub-12,Block1,Fix2,stimuli/Old/20.jpg,left,137,left,1.03775663699707,1,Fix2-47,47
sub-12,Block1,Cond,stimuli/Wealth/3.jpg,right,138,left,1.28086018499744,0,Cond-42,42
sub-12,Block1,Fix1,stimuli/Healthy/60.jpg,right,139,right,3.29647629700048,1,Fix1-51,51
sub-12,Block1,Cond,stimuli/Wealth/0.jpg,left,140,left,1.61574907699833,1,Cond-43,43
sub-12,Block1,Fix2,stimuli/Old/17.jpg,left,141,left,1.00374117200045,1,Fix2-48,48
sub-12,Block1,Fix2,stimuli/Old/51.jpg,left,142,left,1.00737515500077,1,Fix2-49,49
sub-12,Block1,Fix2,stimuli/Old/38.jpg,left,143,left,1.77063666200047,1,Fix2-50,50
sub-12,Block1,Cond,stimuli/Wealth/19.jpg,right,144,right,0.832146616998216,1,Cond-44,44
sub-12,Block1,Fix2,stimuli/Old/32.jpg,left,145,left,0.603438950001873,1,Fix2-51,51
sub-12,Block1,Fix1,stimuli/Healthy/7.jpg,right,146,right,0.562898519998271,1,Fix1-52,52
sub-12,Block1,Cond,stimuli/Wealth/7.jpg,left,147,left,1.40363866000189,1,Cond-45,45
sub-12,Block1,Fix1,stimuli/Healthy/31.jpg,right,148,right,0.756180995002069,1,Fix1-53,53
sub-12,Block1,Cond,stimuli/Wealth/21.jpg,left,149,left,1.5681899379997,1,Cond-46,46
sub-12,Block1,Cond,stimuli/Wealth/40.jpg,right,150,left,13.2389581499992,0,Cond-47,47
sub-12,Block1,Cond,stimuli/Wealth/54.jpg,left,151,right,0.805285685000854,0,Cond-48,48
sub-12,Block1,Cond,stimuli/Wealth/23.jpg,right,152,right,0.737944265001715,1,Cond-49,49
sub-12,Block1,Cond,stimuli/Wealth/26.jpg,left,153,right,0.677437831000134,0,Cond-50,50
sub-12,Block1,Cond,stimuli/Wealth/30.jpg,right,154,left,6.10111379199952,0,Cond-51,51
sub-12,Block1,Fix1,stimuli/Healthy/59.jpg,right,155,right,0.758692442999745,1,Fix1-54,54
sub-12,Block1,Fix2,stimuli/Old/28.jpg,left,156,left,0.662510382000619,1,Fix2-52,52
sub-12,Block1,Fix1,stimuli/Healthy/41.jpg,right,157,right,8.84335547199953,1,Fix1-55,55
sub-12,Block1,Fix2,stimuli/Old/16.jpg,left,158,left,0.912612000000081,1,Fix2-53,53
sub-12,Block1,Cond,stimuli/Wealth/18.jpg,right,159,right,1.55331773000216,1,Cond-52,52
sub-12,Block1,Fix1,stimuli/Healthy/38.jpg,right,160,right,0.666375729997526,1,Fix1-56,56
sub-12,Block1,Fix1,stimuli/Healthy/57.jpg,right,161,right,1.83355148299961,1,Fix1-57,57
sub-12,Block1,Fix2,stimuli/Old/56.jpg,left,162,left,0.925315623000643,1,Fix2-54,54
sub-12,Block1,Cond,stimuli/Wealth/36.jpg,right,163,right,1.86928606199945,1,Cond-53,53
sub-12,Block1,Fix2,stimuli/Old/39.jpg,left,164,left,0.671343210000487,1,Fix2-55,55
sub-12,Block1,Fix1,stimuli/Healthy/13.jpg,right,165,right,2.21056993000093,1,Fix1-58,58
sub-12,Block1,Fix2,stimuli/Old/23.jpg,left,166,left,1.07008566299919,1,Fix2-56,56
sub-12,Block1,Cond,stimuli/Wealth/41.jpg,right,167,left,10.5070560399981,0,Cond-54,54
sub-12,Block1,Fix2,stimuli/Old/54.jpg,left,168,left,2.62615875800111,1,Fix2-57,57
sub-12,Block1,Fix2,stimuli/Old/57.jpg,left,169,left,0.678524375001871,1,Fix2-58,58
sub-12,Block1,Cond,stimuli/Wealth/44.jpg,right,170,right,1.1432917029997,1,Cond-55,55
sub-12,Block1,Cond,stimuli/Wealth/29.jpg,left,171,right,16.7717919450006,0,Cond-56,56
sub-12,Block1,Fix2,stimuli/Old/35.jpg,left,172,left,17.7913932820011,1,Fix2-59,59
sub-12,Block1,Cond,stimuli/Wealth/47.jpg,right,173,right,2.15054284300277,1,Cond-57,57
sub-12,Block1,Fix2,stimuli/Old/30.jpg,left,174,left,1.8475456849992,1,Fix2-60,60
sub-12,Block1,Fix1,stimuli/Healthy/43.jpg,right,175,right,1.35401597499731,1,Fix1-59,59
sub-12,Block1,Cond,stimuli/Wealth/39.jpg,left,176,left,0.62639063500319,1,Cond-58,58
sub-12,Block1,Cond,stimuli/Wealth/52.jpg,right,177,right,0.946820544999355,1,Cond-59,59
sub-12,Block1,Fix1,stimuli/Healthy/50.jpg,right,178,right,0.736205015000451,1,Fix1-60,60
sub-12,Block1,Cond,stimuli/Wealth/17.jpg,left,179,left,0.689683644999604,1,Cond-60,60
sub-12,Block2,Fix2,stimuli/Sad/6.jpg,left,0,left,2.15185281700178,1,Fix2-1,1
sub-12,Block2,Fix2,stimuli/Sad/11.jpg,left,1,left,0.731010118000995,1,Fix2-2,2
sub-12,Block2,Fix2,stimuli/Sad/23.jpg,left,2,left,0.532916035001108,1,Fix2-3,3
sub-12,Block2,Fix1,stimuli/School/43.jpg,right,3,right,1.18137122199914,1,Fix1-1,1
sub-12,Block2,Fix2,stimuli/Sad/30.jpg,left,4,left,0.668562642000325,1,Fix2-4,4
sub-12,Block2,Fix1,stimuli/School/46.jpg,right,5,right,2.71300474000236,1,Fix1-2,2
sub-12,Block2,Cond,stimuli/Soft/21.jpg,left,6,left,1.72817861499789,1,Cond-1,1
sub-12,Block2,Fix2,stimuli/Sad/26.jpg,left,7,left,1.54684561500108,1,Fix2-5,5
sub-12,Block2,Fix1,stimuli/School/27.jpg,right,8,right,1.43997539499833,1,Fix1-3,3
sub-12,Block2,Fix1,stimuli/School/11.jpg,right,9,right,1.7188725470005,1,Fix1-4,4
sub-12,Block2,Cond,stimuli/Soft/48.jpg,left,10,right,6.65891098200154,0,Cond-2,2
sub-12,Block2,Fix2,stimuli/Sad/47.jpg,left,11,left,0.907200663001277,1,Fix2-6,6
sub-12,Block2,Cond,stimuli/Soft/44.jpg,right,12,right,3.53294388499853,1,Cond-3,3
sub-12,Block2,Cond,stimuli/Soft/33.jpg,left,13,left,0.908266185000684,1,Cond-4,4
sub-12,Block2,Fix2,stimuli/Sad/53.jpg,left,14,left,0.567479599998478,1,Fix2-7,7
sub-12,Block2,Fix2,stimuli/Sad/2.jpg,left,15,left,0.500556689999939,1,Fix2-8,8
sub-12,Block2,Fix2,stimuli/Sad/58.jpg,left,16,left,0.575286962000973,1,Fix2-9,9
sub-12,Block2,Cond,stimuli/Soft/8.jpg,right,17,right,1.7856213649975,1,Cond-5,5
sub-12,Block2,Fix1,stimuli/School/59.jpg,right,18,left,1.90495909200035,0,Fix1-5,5
sub-12,Block2,Cond,stimuli/Soft/50.jpg,left,19,right,2.57888983000157,0,Cond-6,6
sub-12,Block2,Fix2,stimuli/Sad/41.jpg,left,20,left,0.92142086199965,1,Fix2-10,10
sub-12,Block2,Fix1,stimuli/School/32.jpg,right,21,left,1.96570251500088,0,Fix1-6,6
sub-12,Block2,Cond,stimuli/Soft/40.jpg,left,22,right,0.790140192999388,0,Cond-7,7
sub-12,Block2,Fix2,stimuli/Sad/25.jpg,left,23,left,2.26561917500294,1,Fix2-11,11
sub-12,Block2,Fix1,stimuli/School/49.jpg,right,24,right,4.45150608899712,1,Fix1-7,7
sub-12,Block2,Fix2,stimuli/Sad/24.jpg,left,25,left,0.665565844999946,1,Fix2-12,12
sub-12,Block2,Fix1,stimuli/School/56.jpg,right,26,right,1.25620668199917,1,Fix1-8,8
sub-12,Block2,Cond,stimuli/Soft/45.jpg,left,27,left,1.98719027799962,1,Cond-8,8
sub-12,Block2,Fix2,stimuli/Sad/57.jpg,left,28,left,5.98550109500138,1,Fix2-13,13
sub-12,Block2,Fix2,stimuli/Sad/51.jpg,left,29,left,11.7173361899986,1,Fix2-14,14
sub-12,Block2,Fix2,stimuli/Sad/56.jpg,left,30,left,0.995791080000345,1,Fix2-15,15
sub-12,Block2,Cond,stimuli/Soft/2.jpg,right,31,right,1.09980985699804,1,Cond-9,9
sub-12,Block2,Cond,stimuli/Soft/25.jpg,left,32,right,0.794587707001483,0,Cond-10,10
sub-12,Block2,Fix1,stimuli/School/17.jpg,right,33,right,1.37620261499978,1,Fix1-9,9
sub-12,Block2,Fix1,stimuli/School/51.jpg,right,34,right,0.855277476999618,1,Fix1-10,10
sub-12,Block2,Fix2,stimuli/Sad/3.jpg,left,35,left,5.68717874299909,1,Fix2-16,16
sub-12,Block2,Cond,stimuli/Soft/30.jpg,right,36,right,9.12715792800009,1,Cond-11,11
sub-12,Block2,Fix2,stimuli/Sad/32.jpg,left,37,left,1.00559890500153,1,Fix2-17,17
sub-12,Block2,Cond,stimuli/Soft/17.jpg,right,38,left,0.953816335000738,0,Cond-12,12
sub-12,Block2,Cond,stimuli/Soft/12.jpg,left,39,right,7.02350879000005,0,Cond-13,13
sub-12,Block2,Fix1,stimuli/School/21.jpg,right,40,right,1.84934432699811,1,Fix1-11,11
sub-12,Block2,Fix1,stimuli/School/9.jpg,right,41,right,0.741808604998369,1,Fix1-12,12
sub-12,Block2,Cond,stimuli/Soft/0.jpg,left,42,left,0.983947139997326,1,Cond-14,14
sub-12,Block2,Fix2,stimuli/Sad/44.jpg,left,43,left,0.617240457999287,1,Fix2-18,18
sub-12,Block2,Fix2,stimuli/Sad/20.jpg,left,44,left,0.60138832499797,1,Fix2-19,19
sub-12,Block2,Fix2,stimuli/Sad/10.jpg,left,45,left,0.815308943001583,1,Fix2-20,20
sub-12,Block2,Cond,stimuli/Soft/56.jpg,right,46,right,1.61886766299722,1,Cond-15,15
sub-12,Block2,Fix1,stimuli/School/54.jpg,right,47,right,3.11733639000158,1,Fix1-13,13
sub-12,Block2,Fix2,stimuli/Sad/50.jpg,left,48,left,0.620927583000594,1,Fix2-21,21
sub-12,Block2,Cond,stimuli/Soft/58.jpg,right,49,right,0.750511666999955,1,Cond-16,16
sub-12,Block2,Cond,stimuli/Soft/57.jpg,left,50,left,0.811553242001537,1,Cond-17,17
sub-12,Block2,Cond,stimuli/Soft/10.jpg,right,51,right,0.887148629000876,1,Cond-18,18
sub-12,Block2,Cond,stimuli/Soft/27.jpg,left,52,left,1.90145829299945,1,Cond-19,19
sub-12,Block2,Fix1,stimuli/School/58.jpg,right,53,right,1.36133449000044,1,Fix1-14,14
sub-12,Block2,Cond,stimuli/Soft/36.jpg,left,54,right,12.6157694950016,0,Cond-20,20
sub-12,Block2,Fix1,stimuli/School/15.jpg,right,55,right,0.722620194999763,1,Fix1-15,15
sub-12,Block2,Fix1,stimuli/School/35.jpg,right,56,right,4.48519811500228,1,Fix1-16,16
sub-12,Block2,Cond,stimuli/Soft/9.jpg,left,57,left,1.32151833999887,1,Cond-21,21
sub-12,Block2,Fix1,stimuli/School/19.jpg,right,58,right,1.69202908200168,1,Fix1-17,17
sub-12,Block2,Cond,stimuli/Soft/1.jpg,left,59,left,0.639239970001654,1,Cond-22,22
sub-12,Block2,Fix2,stimuli/Sad/54.jpg,left,60,left,0.543699592999474,1,Fix2-22,22
sub-12,Block2,Fix1,stimuli/School/20.jpg,right,61,right,0.867056137998588,1,Fix1-18,18
sub-12,Block2,Fix1,stimuli/School/16.jpg,right,62,right,1.45817636499851,1,Fix1-19,19
sub-12,Block2,Fix1,stimuli/School/52.jpg,right,63,right,2.24000393299866,1,Fix1-20,20
sub-12,Block2,Fix1,stimuli/School/48.jpg,right,64,right,2.91298793000169,1,Fix1-21,21
sub-12,Block2,Cond,stimuli/Soft/47.jpg,left,65,left,1.11663754500114,1,Cond-23,23
sub-12,Block2,Fix1,stimuli/School/3.jpg,right,66,right,0.770839428001636,1,Fix1-22,22
sub-12,Block2,Fix1,stimuli/School/7.jpg,right,67,right,1.0117398370021,1,Fix1-23,23
sub-12,Block2,Fix1,stimuli/School/57.jpg,right,68,right,0.98011693099761,1,Fix1-24,24
sub-12,Block2,Fix1,stimuli/School/6.jpg,right,69,right,0.65199186999962,1,Fix1-25,25
sub-12,Block2,Fix2,stimuli/Sad/16.jpg,left,70,left,0.618590655001753,1,Fix2-23,23
sub-12,Block2,Fix2,stimuli/Sad/1.jpg,left,71,left,1.06675108499985,1,Fix2-24,24
sub-12,Block2,Fix1,stimuli/School/50.jpg,right,72,right,1.4017596579979,1,Fix1-26,26
sub-12,Block2,Cond,stimuli/Soft/39.jpg,left,73,left,0.89357703999849,1,Cond-24,24
sub-12,Block2,Fix2,stimuli/Sad/45.jpg,left,74,left,1.00845679200211,1,Fix2-25,25
sub-12,Block2,Fix2,stimuli/Sad/27.jpg,left,75,left,1.47046621299887,1,Fix2-26,26
sub-12,Block2,Fix2,stimuli/Sad/59.jpg,left,76,left,0.499402153000119,1,Fix2-27,27
sub-12,Block2,Fix2,stimuli/Sad/46.jpg,left,77,left,0.581120178001584,1,Fix2-28,28
sub-12,Block2,Cond,stimuli/Soft/23.jpg,right,78,right,0.69431090499711,1,Cond-25,25
sub-12,Block2,Fix2,stimuli/Sad/21.jpg,left,79,left,0.668791042997327,1,Fix2-29,29
sub-12,Block2,Fix1,stimuli/School/39.jpg,right,80,right,2.80490116500005,1,Fix1-27,27
sub-12,Block2,Cond,stimuli/Soft/37.jpg,left,81,left,2.95349998500024,1,Cond-26,26
sub-12,Block2,Fix1,stimuli/School/18.jpg,right,82,right,1.23392230999889,1,Fix1-28,28
sub-12,Block2,Cond,stimuli/Soft/22.jpg,left,83,left,1.25950530499904,1,Cond-27,27
sub-12,Block2,Cond,stimuli/Soft/4.jpg,right,84,right,2.73704360000193,1,Cond-28,28
sub-12,Block2,Fix2,stimuli/Sad/43.jpg,left,85,left,10.2347258480004,1,Fix2-30,30
sub-12,Block2,Cond,stimuli/Soft/6.jpg,right,86,right,2.71442210999885,1,Cond-29,29
sub-12,Block2,Cond,stimuli/Soft/42.jpg,left,87,left,1.42307592699945,1,Cond-30,30
sub-12,Block2,Fix1,stimuli/School/2.jpg,right,88,right,2.54703579499983,1,Fix1-29,29
sub-12,Block2,Fix2,stimuli/Sad/13.jpg,left,89,left,0.731466929999442,1,Fix2-31,31
sub-12,Block2,Fix2,stimuli/Sad/39.jpg,left,90,right,6.08737063000081,0,Fix2-32,32
sub-12,Block2,Fix2,stimuli/Sad/14.jpg,left,91,left,0.713695787002507,1,Fix2-33,33
sub-12,Block2,Fix1,stimuli/School/29.jpg,right,92,right,0.766221778001636,1,Fix1-30,30
sub-12,Block2,Fix1,stimuli/School/4.jpg,right,93,right,0.569829456999287,1,Fix1-31,31
sub-12,Block2,Fix1,stimuli/School/24.jpg,right,94,right,0.746375785001874,1,Fix1-32,32
sub-12,Block2,Fix2,stimuli/Sad/37.jpg,left,95,left,0.63283272300032,1,Fix2-34,34
sub-12,Block2,Cond,stimuli/Soft/55.jpg,right,96,right,0.662766903999,1,Cond-31,31
sub-12,Block2,Cond,stimuli/Soft/49.jpg,left,97,left,2.23705670699928,1,Cond-32,32
sub-12,Block2,Cond,stimuli/Soft/32.jpg,right,98,right,3.70929877500021,1,Cond-33,33
sub-12,Block2,Cond,stimuli/Soft/16.jpg,left,99,left,2.00931393800056,1,Cond-34,34
sub-12,Block2,Cond,stimuli/Soft/31.jpg,right,100,right,1.94289868300257,1,Cond-35,35
sub-12,Block2,Cond,stimuli/Soft/43.jpg,left,101,right,2.0706084049998,0,Cond-36,36
sub-12,Block2,Fix2,stimuli/Sad/4.jpg,left,102,left,0.648141875000874,1,Fix2-35,35
sub-12,Block2,Fix1,stimuli/School/28.jpg,right,103,right,2.11980788499932,1,Fix1-33,33
sub-12,Block2,Cond,stimuli/Soft/7.jpg,left,104,left,1.86051090699766,1,Cond-37,37
sub-12,Block2,Fix1,stimuli/School/12.jpg,right,105,right,1.0033603180018,1,Fix1-34,34
sub-12,Block2,Cond,stimuli/Soft/38.jpg,left,106,left,0.642161593001219,1,Cond-38,38
sub-12,Block2,Fix2,stimuli/Sad/40.jpg,left,107,right,1.03779096799917,0,Fix2-36,36
