Block2Type,Block2Stim,Block2Corr
Fix1,stimuli/Small/3.jpg,left
Fix2,stimuli/School/34.jpg,right
Fix2,stimuli/School/25.jpg,right
Fix2,stimuli/School/40.jpg,right
Cond,stimuli/Wealth/28.jpg,left
Fix1,stimuli/Small/42.jpg,left
Fix1,stimuli/Small/28.jpg,left
Fix2,stimuli/School/38.jpg,right
Fix1,stimuli/Small/57.jpg,left
Cond,stimuli/Wealth/22.jpg,right
Cond,stimuli/Wealth/59.jpg,left
Fix2,stimuli/School/56.jpg,right
Fix1,stimuli/Small/55.jpg,left
Cond,stimuli/Wealth/23.jpg,right
Fix1,stimuli/Small/59.jpg,left
Fix2,stimuli/School/51.jpg,right
Fix2,stimuli/School/4.jpg,right
Fix2,stimuli/School/31.jpg,right
Fix1,stimuli/Small/37.jpg,left
Fix1,stimuli/Small/5.jpg,left
Fix2,stimuli/School/26.jpg,right
Fix1,stimuli/Small/0.jpg,left
Cond,stimuli/Wealth/58.jpg,right
Fix2,stimuli/School/3.jpg,right
Cond,stimuli/Wealth/43.jpg,left
Cond,stimuli/Wealth/29.jpg,right
Fix2,stimuli/School/57.jpg,right
Fix1,stimuli/Small/56.jpg,left
Fix1,stimuli/Small/12.jpg,left
Cond,stimuli/Wealth/24.jpg,right
